1.794169080000000065e+02,4.281302689999999984e+02,1.793302349999999876e+02,4.493799159999999802e+02,5.030548999999999715e+00
1.582771020000000135e+02,5.068337500000000091e+02,1.644748700000000099e+02,5.296869149999999991e+02,3.619263999999999815e+00
2.294543620000000033e+02,4.505781180000000177e+02,2.287026659999999936e+02,4.693480739999999969e+02,4.047114999999999796e+00
4.217837819999999738e+02,2.832382190000000151e+02,4.005452339999999936e+02,2.818170630000000187e+02,4.738476000000000354e+00
1.869782588000000032e+03,6.857298469999999497e+02,1.886551382000000103e+03,6.205417539999999690e+02,3.110091000000000161e+00
2.117108240000000023e+02,6.118982780000000048e+02,2.124340149999999880e+02,5.781637809999999718e+02,3.142409999999999926e+00
1.094710450000000037e+02,2.813361009999999851e+02,9.812581900000000701e+01,2.818917309999999929e+02,6.303663000000000238e+00
2.158138539999999921e+02,4.803487279999999942e+02,1.754280439999999999e+02,4.527417270000000258e+02,5.800399999999999778e+00
4.384656620000000089e+02,2.777008000000000152e+02,4.468322850000000130e+02,2.869137910000000034e+02,3.871484999999999843e+00
1.638962480000000141e+02,4.977693019999999819e+02,1.595289319999999975e+02,5.076400439999999890e+02,4.309294000000000402e+00
1.072648167999999941e+03,8.916337680000000319e+02,1.066842910000000074e+03,9.031087659999999460e+02,3.372506000000000004e+00
1.945941740000000095e+02,5.693499480000000403e+02,1.939255029999999920e+02,5.968640759999999545e+02,3.137023000000000117e+00
1.102864825999999994e+03,1.022866073000000029e+03,1.097064982999999984e+03,1.056693254999999908e+03,3.660670000000000091e+00
1.463225654999999961e+03,3.094688170000000014e+02,1.477722698999999920e+03,2.939151089999999726e+02,4.323506000000000071e+00
1.627275579999999877e+02,5.319950619999999617e+02,1.443640729999999905e+02,5.181394820000000436e+02,4.989160000000000039e+00
2.099391720000000134e+02,5.348833630000000312e+02,1.993033570000000054e+02,5.466867919999999685e+02,4.826819000000000415e+00
2.859245099999999979e+02,2.381794789999999864e+02,2.546036359999999945e+02,2.453707949999999869e+02,5.712369999999999948e+00
3.646455369999999903e+02,2.593252009999999927e+02,2.916290379999999800e+02,2.757838229999999839e+02,5.012564000000000242e+00
3.344997270000000071e+02,3.149147679999999809e+02,3.165157730000000242e+02,3.190704059999999913e+02,4.871629999999999683e+00
1.437962498999999980e+03,3.240870509999999740e+02,1.455515593999999965e+03,3.141811339999999859e+02,3.826169000000000153e+00
3.158982770000000073e+02,3.192906300000000215e+02,3.029383859999999800e+02,3.223290200000000141e+02,4.582684000000000424e+00
1.055638590000000022e+03,1.021585570999999959e+03,1.052947094000000106e+03,1.033083354000000099e+03,3.651294000000000040e+00
8.407814740000000029e+02,3.524172829999999976e+02,1.217413495000000012e+03,2.437412300000000016e+02,4.356862999999999708e+00
1.010377638000000047e+03,9.372512410000000500e+02,1.006756695000000036e+03,9.228406400000000076e+02,3.941562999999999928e+00
1.782524630000000059e+02,5.868820020000000568e+02,1.783985930000000053e+02,5.581327440000000024e+02,3.883376000000000161e+00
3.754455100000000130e+02,2.546068669999999941e+02,4.028177519999999845e+02,2.675259790000000066e+02,4.801794000000000118e+00
9.898290050000000520e+02,1.008861700000000042e+03,1.011129517999999962e+03,9.595931199999999990e+02,5.025045000000000428e+00
1.000974954000000025e+03,1.070677155000000084e+03,9.976130930000000490e+02,1.093234999999999900e+03,3.946740000000000137e+00
1.002987818999999945e+03,1.018345500000000015e+03,1.000376028000000019e+03,1.001914576000000011e+03,4.488427999999999862e+00
3.169644559999999842e+02,3.085811090000000263e+02,3.367137020000000120e+02,3.108064610000000130e+02,5.668379999999999974e+00
1.103013989999999922e+03,1.048319676999999956e+03,1.107515235000000075e+03,1.021984429999999975e+03,4.296736000000000111e+00
1.333468208000000004e+03,4.315191330000000107e+02,1.305317739000000074e+03,4.423245150000000194e+02,5.563812000000000424e+00
3.188913170000000150e+02,2.300003519999999924e+02,2.854335280000000239e+02,2.386328980000000115e+02,4.802652000000000143e+00
3.304748490000000061e+02,2.624552029999999831e+02,3.654009849999999915e+02,2.546257060000000081e+02,5.173756000000000022e+00
