1.643090249999999912e+02,4.569704419999999914e+02,2.159441970000000026e+02,4.926632309999999961e+02,5.382886000000000060e+00
1.758463340000000130e+02,4.159354109999999878e+02,2.293971439999999973e+02,4.512375690000000077e+02,6.005584999999999951e+00
2.246882730000000095e+02,4.557864230000000134e+02,1.825136569999999949e+02,4.277961470000000190e+02,5.917398000000000380e+00
6.410143839999999500e+02,5.389461209999999483e+02,5.878929249999999911e+02,5.266256210000000237e+02,6.565216000000000385e+00
1.570407513000000108e+03,2.848733129999999960e+02,1.505267847999999958e+03,2.564433169999999791e+02,4.329932999999999588e+00
1.037311146999999892e+03,1.833860050000000115e+02,1.084584816000000046e+03,2.042336929999999882e+02,4.773895000000000444e+00
9.318658040000000256e+02,1.443971679999999935e+02,9.914624079999999822e+02,1.691196070000000020e+02,4.951582000000000150e+00
1.159735366000000113e+03,1.472227399999999875e+02,1.218152974999999969e+03,1.705549570000000017e+02,4.636416999999999788e+00
1.022230619000000047e+03,2.273182270000000074e+02,9.663661329999999907e+02,2.026936330000000055e+02,4.733319999999999972e+00
8.884215679999999793e+02,1.561790770000000066e+02,9.394587149999999838e+02,1.779285549999999887e+02,4.338023999999999880e+00
1.017610900000000015e+03,5.776972510000000511e+02,1.063112194000000045e+03,6.061462320000000545e+02,5.558933999999999820e+00
1.026263551000000007e+03,6.929665889999999990e+02,1.076766679999999951e+03,7.158639150000000200e+02,5.253176999999999985e+00
8.907218139999999948e+02,4.129505589999999984e+02,9.347768529999999600e+02,4.374009350000000040e+02,4.737976999999999883e+00
8.994233950000000277e+02,3.613157990000000268e+02,9.680918100000000095e+02,3.672585159999999860e+02,5.412480000000000402e+00
9.586571930000000066e+02,6.347665680000000066e+02,9.091041199999999662e+02,6.040456699999999728e+02,5.397668000000000355e+00
1.206672726999999895e+03,4.046563009999999849e+02,1.257113540999999941e+03,4.113191330000000221e+02,8.440644999999999953e+00
8.027304500000000189e+02,1.023186190000000011e+03,7.471683229999999867e+02,9.832044829999999820e+02,6.447499999999999787e+00
4.992262539999999831e+02,9.329214620000000195e+02,5.398733700000000226e+02,9.637172050000000354e+02,6.099753999999999898e+00
7.634850320000000465e+02,1.140973019000000022e+03,7.230520219999999654e+02,1.110722543000000087e+03,6.279416999999999582e+00
1.000731377999999950e+03,5.361147499999999582e+02,9.368955469999999650e+02,5.327367130000000088e+02,4.457794999999999952e+00
